commentId,likeCount,publishDate,text
Ugxr2Po5wIBEluoSYCp4AaABAg,0,2025-05-06T14:45:03Z,0:19 hello
Ugys97jUBqLI0k2lRvV4AaABAg,0,2025-05-06T14:40:49Z,❤❤❤❤❤
Ugxu-q1vKModGvLeXIR4AaABAg,0,2025-05-06T14:30:26Z,So cool mrbeast
UgxZP2L7TDPlS6dsigl4AaABAg,0,2025-05-06T14:22:35Z,We want help gaza😢😢
UgypPrvzjKzMXcZ_2Mh4AaABAg,29157,2025-04-11T15:59:30Z,Go try Feastables and help us say that you care how your chocolate is sourced :D
Ugz3VI_i1ib3xWTY_bh4AaABAg,0,2025-05-06T20:01:59Z,Nah
UgzvQAHSpWqNTaEashF4AaABAg,0,2025-05-06T19:58:16Z,Хорошая реклама мистер бист
UgyP3eVqZlVfLvHTawt4AaABAg,0,2025-05-06T19:23:42Z,Help
Ugz9ZRrjLOkGyrIqPUl4AaABAg,0,2025-05-06T19:15:09Z,Honestly I love how colorful the wrappers are.
UgwivI4yfJKmMa3HCh54AaABAg,0,2025-05-06T18:41:56Z,Escaneo un QR y no me gano nada
UgxpTPzjchsg5UFUsUZ4AaABAg,0,2025-05-06T18:14:40Z,Türkler buradamısınız
Ugx1ws5bkf5fHZZJcVR4AaABAg,0,2025-05-06T18:14:17Z,Türkler
UgwgMNo9m5pCq56nyvd4AaABAg,0,2025-05-06T18:14:06Z,Türklerindir burdamısın
UgzaMuJZhmEhP91rcBB4AaABAg,0,2025-05-06T17:57:04Z,how much have u payed for the video edit thats fkn insane (tho actually how much?)
UgyeLpXgjL4cgKLV3Zh4AaABAg,0,2025-05-06T17:55:50Z,I love feastsbles
UgxvmY78ljQV4KZVIEh4AaABAg,0,2025-05-06T17:50:49Z,Продано!
Ugz2Wded0SSCbGE1bRJ4AaABAg,0,2025-05-06T17:33:13Z,Absoluty
UgzJLcfL2DPIWOP1aJd4AaABAg,0,2025-05-06T17:27:42Z,Ура ура
UgwlaIZMBxXTu-B9Atp4AaABAg,0,2025-05-06T17:18:41Z,👍👍👍👍👍
Ugwq0gG-kXWpXo2C_9l4AaABAg,0,2025-05-06T16:44:52Z,"Merhaba,🎉🎉🎉🎉🎉🎉🎉🎉   Türkiye'de  o çikolata  yok  🎉🎉🎉🎉🎉🎉"
Ugz_CYCPEpVmp2eJO_F4AaABAg,0,2025-05-06T16:28:02Z,Viva Hershey's
Ugy0nr6LKDBGx1hnwrt4AaABAg,0,2025-05-06T16:18:12Z,tio
Ugx8zTzhd9PK4oyjmSl4AaABAg,0,2025-05-06T15:57:40Z,বাহ! ❤❤
Ugzt3DSn1ad81ZscSHJ4AaABAg,0,2025-05-06T15:50:48Z,Hello sar 😢😢😢😢😢😢
Ugx8Ulb0vcw5SSM6z2N4AaABAg,0,2025-05-06T15:48:53Z,Dónde lo compro en México
UgwJ8hBVBFnpKdahvuN4AaABAg,0,2025-05-06T15:34:42Z,Thank 😍
UgwjuRwGYiADAHjL2-54AaABAg,0,2025-05-06T15:12:09Z,you didn't see Afghanistan
Ugx2hyQxZM-1wWqhLZ54AaABAg,0,2025-05-06T14:48:18Z,депни их
UgyqOay5VTk-CE-8Jy54AaABAg,0,2025-05-06T14:19:42Z,😭😭😭😭😭😭😭😭😭😭😭😭😭😭 is beatiful
Ugwu_VdZn6vrKuseGnF4AaABAg,0,2025-05-06T14:04:18Z,Bien sigue asi
UgzWB-fV0NQfRiSOJzF4AaABAg,0,2025-05-06T13:53:56Z,고맙습니다
UgxfaonIBDpgOUq5-lZ4AaABAg,0,2025-05-06T13:51:11Z,Ты их депнул надеюсь😢
Ugwpveky1pRIPOKTfE14AaABAg,0,2025-05-06T13:44:57Z,Por que no hay en Perú
UgxlePF_Uw8q54NF5g94AaABAg,0,2025-05-06T13:40:59Z,良いCM
UgwXkqOvvFcKzaEJMDB4AaABAg,14659,2025-04-05T16:14:35Z,Hopefully I don’t crash this one 😭 Formula E are back in the US for the Miami E-Prix on the 12th April! Go check it out!
Ugxy7CW0TC9UnnUsCl94AaABAg,0,2025-05-06T19:55:04Z,The cameraman🗿🗿🗿
Ugyj4H_XxFxYAjkVAEx4AaABAg,0,2025-05-06T19:54:16Z,Я твай фанат
Ugz1-FgXsgDW0T2jaLl4AaABAg,0,2025-05-06T19:53:56Z,Митр бис
UgzRp2tLOQLepkLcwN14AaABAg,0,2025-05-06T19:23:50Z,help
UgyMCOKRHpsWIUwxxIl4AaABAg,1,2025-05-06T16:35:42Z,❤❤
UgxaSZha_1d2sGWLxSJ4AaABAg,0,2025-05-06T15:51:04Z,Hello sar 😢😢😢😢😢
UgxTJSUPnXl8sQftwvx4AaABAg,0,2025-05-06T11:28:49Z,Gift
UgwmxUjp6tyuhiXmPDl4AaABAg,0,2025-05-06T11:20:29Z,Bro that sooter is slow 😂😂😂😂
UgzreVuOJngh5N6iaVp4AaABAg,0,2025-05-06T11:17:28Z,F1: RPM -
UgyxGymgVV1gmSW4sHx4AaABAg,0,2025-05-06T10:43:07Z,"Kimler türk
👇
👇
👇"
UgyhZ9chTzF3kXmACn54AaABAg,0,2025-05-06T10:31:14Z,🫡
UgyxoIeUexRBsjCjmHt4AaABAg,0,2025-05-06T09:26:10Z,Mestr bes
UgzOpJ2RwY1YWkylzzV4AaABAg,0,2025-05-06T07:43:46Z,Mister beast mujhe bhi festival
UgwsLmUFJ0bx37ADf-R4AaABAg,0,2025-05-06T06:36:10Z,Hello me
Ugyoubkrbgi3gyvw26l4AaABAg,0,2025-05-06T05:45:58Z,is that before you crashed the fe car?
UgzQ8DsO5Syix5xb8Ep4AaABAg,0,2025-05-06T05:11:29Z,You can't ride motorbike😂
UgxwiO_Mpv4oTQmYs_B4AaABAg,0,2025-05-06T04:29:04Z,bro can't ride a cycle/......
Ugw3ZS6UdYk460SP6XN4AaABAg,0,2025-05-06T01:18:25Z,Love from assam ❤❤❤
Ugxmo7IiG-BbE8qz7_N4AaABAg,0,2025-05-05T19:44:04Z,Mf that’s a tricycle
Ugwazb0usw03h_BSQcx4AaABAg,0,2025-05-05T18:17:33Z,The cameraman is literally lightning McQueen
Ugwvvo_-soKIs9M-3w54AaABAg,0,2025-05-05T17:25:31Z,Bhai mujhe ek iphone gift kr do plz 🙏
UgxuXH2pd-M0Z3wZiXx4AaABAg,0,2025-05-05T16:57:25Z,❤️
UgykKQ1sfb4I4U1TL9Z4AaABAg,0,2025-05-05T15:32:39Z,Km/h?
UgxTo_L_7GRRRcl2DDJ4AaABAg,0,2025-05-05T14:31:33Z,Да
UgwiHJvihVQC_Kw3s2V4AaABAg,0,2025-05-05T14:16:47Z,The Scooter is the best 😂😂😂
Ugx5M1UYlg93G82EF6B4AaABAg,0,2025-05-05T13:47:18Z,wow😊😊
Ugz-q4wv_PinwBHMlSN4AaABAg,0,2025-05-05T12:38:19Z,Moped is best 😂😂
UgwzzVP7GvadFHwtdfh4AaABAg,0,2025-05-05T10:25:39Z,❤❤❤
UgxVdoCCKAFWRmGUcRZ4AaABAg,0,2025-05-05T09:22:01Z,Disturbance in Tamil mrbeast
UgxQPKRtKaiN1SfnUOV4AaABAg,5119,2025-03-27T15:59:35Z,"Who should I challenge next? If you wanna watch MLB all regular season long FOR FREE, go to https://T-Mobile.com/MLB thanks to Magenta Status!"
Ugy_XeCO8P-OWa-0h414AaABAg,0,2025-05-06T19:24:05Z,help
Ugy_UXMNL3JN44IXNn14AaABAg,0,2025-05-06T15:51:26Z,Hello sar
UgyETLLfWLlxlAAZR3h4AaABAg,0,2025-05-06T15:28:53Z,"T Mobile ❌
Bayer Munich🗿"
UgzNy7U0Nt011hGhh4N4AaABAg,0,2025-05-06T13:55:45Z,Сестра за брата❤❤❤)))
UgzMhx1foztu4rYroy14AaABAg,0,2025-05-06T12:40:28Z,😊😊
UgxAVIxFIedIvpNt-Lp4AaABAg,0,2025-05-06T11:52:05Z,مستر بيست اريد ايفون و المشاركه في المسابقه القادمة
Ugyz0vouY9UZsuJx2UJ4AaABAg,0,2025-05-05T15:36:46Z,❤️
Ugzoe3gBpafV28NoJXl4AaABAg,0,2025-05-05T13:47:36Z,who😊😊
Ugx1gPSEoJ7_DVnraEt4AaABAg,0,2025-05-05T08:40:00Z,Weekend
Ugwn7Dl84B8_s9Fi3ix4AaABAg,0,2025-05-05T07:19:54Z,Hi🇧🇩🇧🇩Hi
UgyW2gXVbN5_Piq6Mzt4AaABAg,0,2025-05-05T01:28:58Z,MiShtar Bish Amake kiso taka Diten Ami grob manosh
UgxrkUDFIwTg5LvS1yF4AaABAg,0,2025-05-05T01:20:05Z,Balloons + tic tac toe
Ugxkvst56f2XECO7bq94AaABAg,0,2025-05-05T01:15:42Z,Can you pls challenge Shohei Ohtani
UgxbD7NCJ4pvisR6i3R4AaABAg,0,2025-05-05T00:35:46Z,❤❤❤❤❤❤❤❤❤❤❤
UgxJAhzwpHznlggCiZp4AaABAg,0,2025-05-05T00:08:29Z,I love Aaron Judge he is chill
Ugxr3r4h7VYvsOjn9J14AaABAg,0,2025-05-04T20:42:40Z,야구하는 사람은 다르군요 ^^
UgxmW-csB6LbZvfgJ5Z4AaABAg,1,2025-05-04T16:28:30Z,Thanks for keeping Aaron judge active during spring training
UgwNWevkTjjItAZEHjV4AaABAg,0,2025-05-04T15:14:43Z,❤هلو مستر بيست
Ugy-EfV6CteoWuOcfxd4AaABAg,0,2025-05-04T14:39:16Z,veci  p  sero
UgzURE3GhLurN9Fjd1d4AaABAg,0,2025-05-04T13:36:42Z,আমি বাংলাদেশ থেকে দেখছি ❤
UgyTdV40ytxVcsexSdt4AaABAg,0,2025-05-04T09:29:40Z,Türk varmiiiiiii aloooooo
UgzlXfESdVeMYSOMA394AaABAg,0,2025-05-04T07:33:08Z,Can demir geldi!!!!!!!!!❤
UgzCOQISgJzDfvdV_-54AaABAg,0,2025-05-04T06:02:37Z,Thank you 👍👍👍
UgxM118QGpLFRnpP-b14AaABAg,0,2025-05-04T03:20:40Z,❤❤❤❤❤
UgzmtaEFbJ-5Q2QASpR4AaABAg,0,2025-05-03T23:52:06Z,the bat throw was just hilarious
UgwXfuipyLTzo6Rn0nB4AaABAg,0,2025-05-03T19:55:39Z,Я готов на все 💪
UgwFliJbKqjdmosKcAZ4AaABAg,0,2025-05-03T18:04:11Z,8
Ugyp0S_Y5LC6BguPMSl4AaABAg,0,2025-05-03T17:50:40Z,А тинькофф (со своим проектом т мобайл) получил бесплатную рекламу
UgyZIJVMBx_0etOTn-x4AaABAg,0,2025-05-03T17:21:40Z,This reminds me of DP🏀
UgxJTTCIRLkqUMi2TmJ4AaABAg,3165,2025-03-26T00:54:18Z,"If you’re looking to start an online store, use .store instead of .com https://go.store/mrbeast2"
UgxGq8LGfp1UaBROHat4AaABAg,0,2025-05-06T19:40:23Z,Send bodyguard I need help😭😢
Ugzl2sZPZnYWMFKINSN4AaABAg,0,2025-05-06T19:24:42Z,help
UgxdiLHsWTIjNc4tlyJ4AaABAg,1,2025-05-06T16:39:27Z,Nko
UgzDI6Ov07cGI48MrTZ4AaABAg,0,2025-05-06T15:51:55Z,Hello sar
UgyJpZ5tCH89Tztp4cd4AaABAg,0,2025-05-06T14:33:52Z,As mulher gemendo slslsls
Ugy-PGC5bIH8TzWI-CB4AaABAg,0,2025-05-06T12:41:11Z,😅😅
UgwIBqnHWJtVcXhCgKZ4AaABAg,0,2025-05-06T11:15:59Z,Pls pin
UgzYjhpbPg9EvBW2y1d4AaABAg,0,2025-05-06T10:49:47Z,Green is winner 😁😁😁😁😁🏆🏆🏆🏆🏆
UgyGnAOPogzh2iIkXY54AaABAg,0,2025-05-06T06:37:21Z,Türkler burdamıyız
UgyHU7rHUq2Aj0m651x4AaABAg,1,2025-05-06T00:41:49Z,Me gustaría competir pero no tengo pasaporte
Ugzhe6woXiCYN753WtB4AaABAg,1,2025-05-05T17:09:09Z,What about shopifi
UgxhpNye0XBOkcEP2vl4AaABAg,0,2025-05-05T16:42:32Z,Orange had weight disadvantage.
Ugyau2349sNyUIr_wV54AaABAg,1,2025-05-05T16:17:06Z,The voiceover goes crazy
UgzYvUMc4am6KNVfXox4AaABAg,0,2025-05-05T13:48:30Z,Voglio partecipare a un tuo video
Ugw9ZZSHbtbUFem4fzB4AaABAg,0,2025-05-05T13:48:15Z,oranj😊😊
Ugx6TcP14vGrtBD65PV4AaABAg,0,2025-05-05T08:40:17Z,Big fan
Ugx5rECe_s3_-R9glsh4AaABAg,0,2025-05-05T08:39:53Z,1 Mayıs
UgykZ1AvsPF2-BbySfl4AaABAg,0,2025-05-05T07:10:17Z,Türk var mı
Ugwt-Dw4gT7qVCCPg1x4AaABAg,0,2025-05-05T05:07:33Z,❤️❤️❤️❤️
UgxlwseNJCuLTJuAVmd4AaABAg,0,2025-05-05T02:23:51Z,The voiceover is wild
UgxUaPNbhkFES2ArQWN4AaABAg,0,2025-05-05T00:36:02Z,❤❤❤❤❤❤❤❤❤❤
UgzpaZxhHlWJcPVVNhJ4AaABAg,0,2025-05-04T23:40:12Z,❤️❤😂😢😊🤑
UgwK0gE53lbpkBV7yB54AaABAg,0,2025-05-04T21:48:20Z,Me gustaría un rreto asi
UgzwE5M1q4IKwu1Sr114AaABAg,0,2025-05-04T21:22:21Z,🇷🇺
UgxH14Rk4BaJ0kAo_l94AaABAg,0,2025-05-04T19:24:05Z,❤❤
UgyOadMKjmIANV9falV4AaABAg,0,2025-05-04T19:16:05Z,Мистер бист твои видео популярные.❤❤
Ugwsr-mWIYSknhPF3yN4AaABAg,0,2025-05-04T15:15:38Z,❤هلو متسر بيست
UgzjhrNT1YtebTFfErZ4AaABAg,0,2025-05-04T13:37:01Z,আপনাকে অসম্ভব ভালো লাগে ❤
UgyyUS7H9tW7sGKoHTd4AaABAg,0,2025-05-04T13:08:55Z,Abi   türkiye   konuş   abilirmisin😢
Ugzd4cOoUqAehoMhGSp4AaABAg,74618,2025-03-23T15:59:30Z,So many good dogs :)
UgxMPauodaLPIj0X7HZ4AaABAg,0,2025-05-06T19:41:26Z,Tamil❤
Ugw-Qy1nKZ25ZPP5MUd4AaABAg,0,2025-05-06T19:24:50Z,help
UgxfoWuestb1WUXHMrR4AaABAg,0,2025-05-06T17:54:08Z,Trod bon ton chocolat 🍫🫶🏼🤤
Ugx9KBxh4ML9p4i5okZ4AaABAg,1,2025-05-06T16:02:32Z,Kayzer ailesi burdami
Ugxa8I6aMOd1St0WMmJ4AaABAg,0,2025-05-06T15:52:13Z,Hello sar
Ugzq1s3U8lpji7iRd7R4AaABAg,0,2025-05-06T15:19:59Z,9
UgzaRlsMgTLkVLg-0qN4AaABAg,0,2025-05-06T15:12:20Z,i
UgyjrGHiJH77RPgz0b54AaABAg,0,2025-05-06T13:06:34Z,খুব সুন্দর
UgxTxkuyVM2dQ4x-kL14AaABAg,0,2025-05-06T12:40:32Z,love ❤
Ugxapj1JXDZRkuw1SLh4AaABAg,0,2025-05-06T12:37:44Z,😊😊
UgyMNDX4wnbSsY-jGg94AaABAg,0,2025-05-06T12:01:19Z,😢😮😮😮😮😮❤❤❤❤😊
Ugwy-qmjpa8EgrFWA-x4AaABAg,0,2025-05-06T11:57:07Z,🙈🙉🙊👍
Ugx8cxwAzefVJGpw8l14AaABAg,0,2025-05-06T06:37:52Z,Türkler burdamıyız
Ugx0DxXnrhaKVSlTALd4AaABAg,0,2025-05-06T04:22:13Z,我尿急
UgwNH4xN1X1OwoqwilR4AaABAg,0,2025-05-06T01:17:40Z,Cute wave! :)
UgwAay4XciKccmk66m94AaABAg,0,2025-05-05T23:26:37Z,"just say ""ellie come"""
Ugye_sAOjrgj5_kkNB14AaABAg,0,2025-05-05T22:12:59Z,THEYRE SO CUTEE 😢😮
UgwNlmgPz6_L2Sr__fN4AaABAg,0,2025-05-05T20:42:59Z,9
UgwJ3JAw4FPrNT72F_l4AaABAg,0,2025-05-05T20:20:30Z,❤
UgxyQr3DrT9A9-zPsKt4AaABAg,0,2025-05-05T19:52:00Z,❤❤❤
UgwMzJi3Q4fOxh-af5h4AaABAg,0,2025-05-05T18:29:41Z,😸😸😸😸😸😸😸😸
UgwSu7C_crYsULqCl-l4AaABAg,0,2025-05-05T18:05:41Z,B M W
Ugz7hNrGwslxdDWkFch4AaABAg,0,2025-05-05T17:54:07Z,Accro tu parles pas français
UgyBl2tkokSzUKsw2LB4AaABAg,0,2025-05-05T17:32:57Z,9
UgyH6YK-WT9W3epScTl4AaABAg,0,2025-05-05T14:23:27Z,Just say Ellie wave and see which one does instead of guessing
Ugx28f5vEdsV-Ny0D2F4AaABAg,0,2025-05-05T14:15:21Z,he do not no
Ugyf-23Fty6WJ2Bl-Rh4AaABAg,0,2025-05-05T13:48:25Z,😊😊😊
Ugy3P6C1_nUZfhMTlrF4AaABAg,0,2025-05-05T13:48:08Z,Voglio partecipare a un tuo video
UgwF7NAZdlS8Vi4oKo14AaABAg,0,2025-05-05T13:04:12Z,Мистер бис  я тоже хочу себе сабаку
Ugy9QysgRMQRTSEb29l4AaABAg,42039,2025-03-22T15:59:30Z,Go to try the brand new Feastables Creamy Peanut Butter Cups and help us send a message to the chocolate industry that you care how your chocolate is sourced :D
Ugx8-HwPMiNyjZgof1R4AaABAg,0,2025-05-06T20:06:52Z,"Desde Ecuador🇪🇨🇪🇨, admiro como logras hacer que todos quieran ser parte de tus  retos. ¡Sería genial vivir una experiencia así!"
Ugypg4ep_MLbmOhVFLh4AaABAg,0,2025-05-06T19:42:22Z,💙👌
Ugx2ghOUXBXmyld7jT54AaABAg,0,2025-05-06T18:52:14Z,Hello
UgyVPT1-nkK-G7_nJXl4AaABAg,0,2025-05-06T17:35:08Z,Türk var mı❤
UgyHH9q6xyRO4cksmsl4AaABAg,0,2025-05-06T16:51:46Z,Snake Island in Brazil
Ugy6mXOgz3kcEJuy04F4AaABAg,1,2025-05-06T16:26:41Z,🎉🎉🎉
UgyRqO4JEaACveSYnSR4AaABAg,0,2025-05-06T16:12:17Z,Se nota que nunca pasó por las carreteras de Perú
UgwTkHwN9dcmcp-lsIl4AaABAg,0,2025-05-06T15:43:13Z,"JYMY, agora fais o top 5 lugares mais seguros do mundo. Depois o top 5 lugares mais divertidos na natureza🇧🇷🇧🇷🇧🇷"
Ugx-6MT63zlTKHXIJrh4AaABAg,0,2025-05-06T15:34:08Z,"That’s ok, I can do anything, except maybe those 5 things. 😁"
UgztLHv5MjxchTEnJzB4AaABAg,0,2025-05-06T15:11:30Z,ਤੁਸੀਂ ਗਰੇਟ ਹੋ tusi great ho🎉❤❤❤❤❤🎉🎉🎉🎉
Ugx0emONPdxHssik6rV4AaABAg,0,2025-05-06T15:05:12Z,❤🎉❤ء ‏‪5:45‬‏
UgwFNFhNkSUl0F2c2zF4AaABAg,0,2025-05-06T14:47:46Z,Venta de talento un video y me da un regalo escala de coreano quito
UgzGlvv7imDNvUVLWDB4AaABAg,0,2025-05-06T14:03:21Z,Chota user
Ugxoz8wXmJwP_4GeKMl4AaABAg,0,2025-05-06T13:33:44Z,You'll get paid to travel but in the most dangerous places on earth
UgxtJbd6seExxX2zYyJ4AaABAg,0,2025-05-06T13:02:32Z,আমি একটা সাবস্ক্রাইব করেছি আমার একটা iphone চাই আমি বাংলাদেশে থাকি
Ugx9mJwRUhePgh8Hcyl4AaABAg,0,2025-05-06T12:01:57Z,6:24 this is tralalelo tralala💀☠️
UgzwUTgQdKC9416rCNd4AaABAg,0,2025-05-06T11:24:53Z,미스터 비스트 초콜릿 ㄱ맛있더라가요
UgxXgTDMR4Wf52FlsCt4AaABAg,0,2025-05-06T11:19:38Z,😅❤😊😮🎉❤❤❤
Ugwipxqx99vG6esWAEl4AaABAg,0,2025-05-06T10:41:24Z,AREA 51 WHEN?
Ugyy0Jf-NXCDh8aSi814AaABAg,0,2025-05-06T10:32:09Z,"We need you Mrbeast
A 100 men vs 1 silverback 😭😭"
Ugxd2IWX71okMhf8lKZ4AaABAg,0,2025-05-06T10:19:47Z,Quá hay ! Ước kênh mình được 1000 đăng ký ❤❤
Ugznw0Rs7rHrTbkrMXl4AaABAg,0,2025-05-06T10:12:30Z,Big fan ❤❤❤
Ugxxo1voXUvSybajMW94AaABAg,0,2025-05-06T09:26:50Z,Бобридо бандито
UgyGOMn37TbY8xZN5jV4AaABAg,0,2025-05-06T09:08:00Z,❤️❤️❤️
UgzhEe4Tt-xqnizYPQF4AaABAg,0,2025-05-06T08:48:54Z,I am your brick friend. We have a lot of fun watching every video of yours.❤
UgyJG8g3gvS-qZrwpAd4AaABAg,0,2025-05-06T08:47:45Z,🎉
UgyZ8wMEt0tHwRyH2Wt4AaABAg,0,2025-05-06T08:15:48Z,Il faut aller sur Lille sentinelle
Ugy0_1giAp64VwNj0754AaABAg,0,2025-05-06T08:06:59Z,안녕
UgzJZzzBI4axJl44yul4AaABAg,0,2025-05-06T07:08:15Z,வணக்கம் நண்பா 🙏🙏
Ugw1Fy7M8zAi-px_KdZ4AaABAg,67787,2025-03-18T15:59:30Z,haters will say its fake
Ugw_86pv7afDIDx4A_x4AaABAg,0,2025-05-06T20:03:13Z,Türkler burda mısınız
UgxmOvvmBHC2aBADeud4AaABAg,0,2025-05-06T19:59:53Z,😂
UgzGcje49xu3KyOaWxp4AaABAg,0,2025-05-06T19:49:22Z,🎉sh
Ugzy0NtXst7WvvowbuF4AaABAg,0,2025-05-06T19:25:05Z,help
UgyqCDvjQrcAf1R-3DN4AaABAg,0,2025-05-06T19:24:16Z,Perspectiva é tudo
UgyGrLnj4cH4foEzbaZ4AaABAg,0,2025-05-06T18:39:32Z,Mrbeast Le gano a un bautista
UgzGcPzF_6DCYbaDi6x4AaABAg,0,2025-05-06T17:30:33Z,Cool :-)
UgysqZzrU7iIfB0lz4F4AaABAg,0,2025-05-06T17:09:15Z,Bendiciones
Ugw-C7kHLzRCx1IEMmx4AaABAg,0,2025-05-06T16:35:02Z,Teraste marcha atrás jajaja
Ugx09H88KJycKyOzjX14AaABAg,0,2025-05-06T15:52:46Z,Hello 😢 sar😢😢😢😢😢😢
Ugy9U7yvqNicgCUPfuB4AaABAg,0,2025-05-06T15:12:28Z,Vinç gerekli değil! Ben onları kaldırırım! 😅😅😅
UgzSG2Xcl3xEyQpXfzJ4AaABAg,0,2025-05-06T12:02:17Z,Come to Pakistan
UgzJ2qTXtV6XPSsVkTt4AaABAg,1,2025-05-06T10:04:58Z,😮😮من قبل 🎉
Ugxw0fqia3WdmXGZ-eF4AaABAg,1,2025-05-06T09:14:42Z,Генеральный план
Ugw9xET0CIx0rhIyAnF4AaABAg,0,2025-05-06T08:48:09Z,すごい
UgxkqryM5VEU7Xi4dW14AaABAg,0,2025-05-06T08:05:25Z,Wow 😦
UgwOh825D2gSJ3Ou3Ft4AaABAg,0,2025-05-06T07:19:02Z,どーなってんのー
UgxiM5EsMZflrnXsO6h4AaABAg,0,2025-05-06T05:07:29Z,❤
Ugxkr9IAc6VScfIR2kt4AaABAg,0,2025-05-06T04:06:54Z,Woww superb😊
UgyBLs8o9DS7Zp23W9J4AaABAg,0,2025-05-06T02:39:34Z,😂❤
UgzhRAZ67lSh13M-eXB4AaABAg,0,2025-05-05T23:53:36Z,❤
Ugx8EoNcZeuFNUMrkId4AaABAg,0,2025-05-05T23:42:35Z,Love you from Bangladesh
UgyekkegDy9RZNL7kDF4AaABAg,0,2025-05-05T23:34:54Z,😅
UgxL0KD1z-1vtoWltmt4AaABAg,0,2025-05-05T23:20:14Z,Ksksks😂
Ugyud7iz6TBn0LRgDr94AaABAg,0,2025-05-05T21:30:38Z,😅😅😅😅🎉🎉🎉🎉
Ugwn-Uwdm9dW3qiNrD54AaABAg,0,2025-05-05T21:10:57Z,Cool
Ugz9b-VTcOdl7RjTOJV4AaABAg,0,2025-05-05T20:51:50Z,He is Falling
UgzWt8KU4ALfzLFDp4B4AaABAg,0,2025-05-05T20:51:40Z,He is Falling
UgwZEZzej0lc_TDDYth4AaABAg,0,2025-05-05T19:50:07Z,Where is it this place❤😊
UgwajiMvistLLr_mcqt4AaABAg,33788,2025-03-14T15:59:31Z,oops lol
UgwCcdSRDTO71l-kImN4AaABAg,0,2025-05-06T19:25:17Z,help
UgxC3xVUh_JeU7HwRf54AaABAg,0,2025-05-06T18:49:29Z,☠️☠️☠️☠️
Ugwr3aNGweNGsuMV2yd4AaABAg,0,2025-05-06T15:53:02Z,Hello sar 😢😢😢😢😢😢
UgzLcHUtYTQQa3bW7XZ4AaABAg,0,2025-05-06T15:39:00Z,❤❤😮😮
UgzKZoTcBNwtdsoZ0BR4AaABAg,0,2025-05-06T12:10:51Z,❤❤
UgwRxUD6gvId-3eRACV4AaABAg,0,2025-05-06T10:39:08Z,هههههههههههههههههه😂😂😂😂😂😂
UgzPkaPYk7VQB9rkPYt4AaABAg,0,2025-05-06T10:15:21Z,elmas 5000
UgxsR_ui7Rrx1Bpam194AaABAg,0,2025-05-06T10:15:00Z,💎💎💎💎💎💎yes brawl stars
UgyYviWAIoDlIlBmwVB4AaABAg,0,2025-05-06T04:52:36Z,_-achha hai-_
Ugwp-5und4K3HHliiUt4AaABAg,0,2025-05-05T19:52:34Z,Elarabası sı elarabası
Ugy4VVPqsK9ZRjtx0Lh4AaABAg,0,2025-05-05T19:18:23Z,Dios😮
UgyldTEK3y8eiCuygh94AaABAg,0,2025-05-05T14:00:24Z,Wen Geld keine Rolle spielt Opfer
UgzGuxKu3T1m9RJiZ-J4AaABAg,0,2025-05-05T10:30:11Z,😂😅
UgyilKI4fdA06i5C0694AaABAg,0,2025-05-05T09:28:07Z,Bobo
UgzgIDW539nB4KWJnAt4AaABAg,0,2025-05-05T09:28:01Z,Bobi
UgybMJA27ELopyWNal14AaABAg,0,2025-05-05T09:06:35Z,Yo you speak Indian now
UgzvBfa401AVnTBGdSZ4AaABAg,0,2025-05-05T00:36:39Z,❤❤❤❤❤❤❤❤❤❤❤
Ugwe7whjtkW5ZSTvyGp4AaABAg,0,2025-05-04T22:40:08Z,mister
UgxhE7F2J-kntM94LL54AaABAg,0,2025-05-04T19:24:48Z,Te pasaste😆
UgyqhXh-cBZsgh_RfgF4AaABAg,0,2025-05-04T18:30:12Z,😮😮😮😮😮😮😮😮
UgxU-tfvJbOSVx1OOAt4AaABAg,0,2025-05-04T17:02:04Z,390m abonné the riche: the crsh😂😂😂😂😂 999 999 999 999 999 dolor
UgzfHUqO51RinRAqS0F4AaABAg,0,2025-05-04T15:20:16Z,😮😮😮😮❤
Ugx1RMZ7cKKKWBW3O3V4AaABAg,0,2025-05-04T14:39:17Z,❤❤❤❤❤❤🎉🎉🎉🎉🎉😊
UgxuZRvkBbRpihSGqrt4AaABAg,0,2025-05-04T13:38:43Z,আপনার জন্য আশীর্বাদ ❤
UgyR4qZ6ySfRhZdzvml4AaABAg,1,2025-05-04T10:32:10Z,Waw😮 very nice bhai 😊
Ugws9UHmpQwoufUa0fh4AaABAg,1,2025-05-03T23:24:46Z,❤❤❤❤❤
UgxNkoCiu904D0xXNcJ4AaABAg,0,2025-05-03T22:45:11Z,Maio vioc bate cart d 1milion
Ugz-JW3CuVRqF9I11t54AaABAg,0,2025-05-03T21:32:18Z,Aku suka mobilnya
Ugwg8Z-BY6nTQwcMe9t4AaABAg,0,2025-05-03T07:34:25Z,তুমকো মুঝে তুমকো মুঝে সাথে পাজা করে মজা করেঙ্গে
Ugy00j5tnfRBtjWU9HB4AaABAg,50778,2025-03-08T18:04:30Z,Kai went flying lol
Ugzqr_wmJta3-K-bKcF4AaABAg,0,2025-05-06T19:25:27Z,help
UgzWvpOS_rI6rCEfQC14AaABAg,0,2025-05-06T18:12:33Z,Speed ❤️‍🔥🥷🏻
UgxCLp5yJhBFBricWNd4AaABAg,0,2025-05-06T17:16:14Z,Logan took a dive lol
